fecha,producto,unidad_medida,equiv_kg,precio_hoy
2023-08-02,Aji Paprika,Kilogramo,1.0,13.25
2023-08-02,Aji Rocoto,Cajon,18.0,66.25
2023-08-02,Ajo Criollo O Napuri,Kilogramo,1.0,5.88
2023-08-02,Ajo Morado,Kilogramo,1.0,7.28
2023-08-02,Albahaca,Atado,0.65,1.88
2023-08-02,Alcachofa,Docena,4.0,19.5
2023-08-02,Apio,Atado,3.0,15.75
2023-08-02,Arveja Verde Americana,Kilogramo,1.0,3.2
2023-08-02,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.18
2023-08-02,Berenjena,Docena,2.5,13.25
2023-08-02,Beterraga,Atado,0.75,1.75
2023-08-02,Brocoli,Kilogramo,1.0,1.5
2023-08-02,Caigua (Selva),Cajon,12.0,27.75
2023-08-02,Camote Amarillo,Kilogramo,1.0,1.25
2023-08-02,Camote Morado,Kilogramo,1.0,1.33
2023-08-02,Cebolla Cabeza Blanca,Kilogramo,1.0,2.45
2023-08-02,Cebolla Cabeza Roja,Kilogramo,1.0,5.83
2023-08-02,Cebolla China,Atado Grande,1.0,1.25
2023-08-02,Choclo Tipo Cusco,Ciento,42.0,155.0
2023-08-02,Col China/Longapa,Docena,12.0,56.25
2023-08-02,Col Corazon,Docena,35.0,52.5
2023-08-02,Coliflor,Docena,35.0,42.5
2023-08-02,Culantro,Atado,1.5,3.63
2023-08-02,Esparrago,Paquete,0.5,2.75
2023-08-02,Espinaca,Kilogramo,1.0,4.38
2023-08-02,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-02,Frijol Verde Canario,Kilogramo,1.0,3.3
2023-08-02,Haba Verde Serrana,Kilogramo,1.0,1.68
2023-08-02,Hierba Buena,Atado,0.85,2.13
2023-08-02,Holantau/Organica,Kilogramo,1.0,9.63
2023-08-02,Huacatay,Atado,1.0,4.25
2023-08-02,Kion,Kilogramo,1.0,3.0
2023-08-02,Lechuga Americana,Docena,6.0,11.0
2023-08-02,Lechuga Criolla Seda,Docena,3.0,11.0
2023-08-02,Lechuga Romana Hidroponica,Docena,6.0,6.75
2023-08-02,Limon Sutil Bolsa,Bolsa,45.0,205.0
2023-08-02,Limon Sutil Cajon,Cajon,23.0,107.5
2023-08-02,Maiz Marlo/Coronta De Maiz,Kilogramo,1.0,11.25
2023-08-02,Maiz Morado,Kilogramo,1.0,3.55
2023-08-02,Manzana Cte/Para Agua,Kilogramo,1.0,4.83
2023-08-02,Maracuya,Kilogramo,1.0,2.08
2023-08-02,Nabo,Atado,1.0,2.0
2023-08-02,Olluco Largo,Kilogramo,1.0,3.65
2023-08-02,Pacchoy,Docena,6.0,32.0
2023-08-02,Pallar Verde Serrucho,Kilogramo,1.0,1.98
2023-08-02,Papa Amarilla,Kilogramo,1.0,1.92
2023-08-02,Papa Blanca,Kilogramo,1.0,0.7
2023-08-02,Papa Canchan 2/,Kilogramo,1.0,1.13
2023-08-02,Papa Color,Kilogramo,1.0,1.18
2023-08-02,Papa Huamantanga,Kilogramo,1.0,1.85
2023-08-02,Papa Huayro,Kilogramo,1.0,2.08
2023-08-02,Papa Negra Andina,Kilogramo,1.0,1.18
2023-08-02,Papa Peruanita,Kilogramo,1.0,1.71
2023-08-02,Papa Unica 2/,Kilogramo,1.0,1.23
2023-08-02,Papa Yungay 1/,Kilogramo,1.0,0.7
2023-08-02,Pepinillo,Docena,6.0,7.0
2023-08-02,Perejil,Atado,1.0,2.25
2023-08-02,Pimiento Morron,Cajon,18.0,86.25
2023-08-02,Poro,Atado,2.6,5.5
2023-08-02,Rabanito,Atado,0.75,3.63
2023-08-02,Tomate Katia,Cajon Chico,27.0,75.0
2023-08-02,Vainita Americana,Kilogramo,1.0,1.55
2023-08-02,Yuca Amarilla,Kilogramo,1.0,1.2
2023-08-02,Z:apallo Macre,Kilogramo,1.0,2.78
2023-08-02,Zanahoria,Saco Chico,65.0,53.75
2023-08-02,Zapallo Italiano,Docena,12.0,16.75
2023-08-02,Zapallo Loche,Unidad,1.5,22.5
2023-08-07,Acelga,Atado,1.0,3.75
2023-08-07,Aji Amarillo Seco,Kilogramo,1.0,11.38
2023-08-07,Aji Escabeche,Kilogramo,1.0,6.83
2023-08-07,Aji Montaña,Kilogramo,1.0,6.25
2023-08-07,Aji Panca,Kilogramo,1.0,11.38
2023-08-07,Aji Paprika,Kilogramo,1.0,12.75
2023-08-07,Aji Rocoto,Cajon,18.0,66.25
2023-08-07,Ajo Criollo O Napuri,Kilogramo,1.0,5.63
2023-08-07,Ajo Morado,Kilogramo,1.0,7.18
2023-08-07,Albahaca,Atado,0.65,1.75
2023-08-07,Alcachofa,Docena,4.0,20.0
2023-08-07,Apio,Atado,3.0,18.75
2023-08-07,Arveja Verde Americana,Kilogramo,1.0,3.33
2023-08-07,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.13
2023-08-07,Berenjena,Docena,2.5,13.0
2023-08-07,Beterraga,Atado,0.75,1.88
2023-08-07,Brocoli,Kilogramo,1.0,1.88
2023-08-07,Caigua (Selva),Cajon,12.0,31.25
2023-08-07,Camote Amarillo,Kilogramo,1.0,1.15
2023-08-07,Camote Morado,Kilogramo,1.0,1.33
2023-08-07,Cebolla Cabeza Blanca,Kilogramo,1.0,2.83
2023-08-07,Cebolla Cabeza Roja,Kilogramo,1.0,5.68
2023-08-07,Cebolla China,Atado Grande,1.0,1.63
2023-08-07,Choclo Tipo Cusco,Ciento,42.0,157.5
2023-08-07,Col China/Longapa,Docena,12.0,45.75
2023-08-07,Col Corazon,Docena,35.0,47.5
2023-08-07,Coliflor,Docena,35.0,33.25
2023-08-07,Culantro,Atado,1.5,3.38
2023-08-07,Esparrago,Paquete,0.5,2.63
2023-08-07,Espinaca,Kilogramo,1.0,5.75
2023-08-07,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-07,Frijol Verde Canario,Kilogramo,1.0,3.3
2023-08-07,Haba Verde Serrana,Kilogramo,1.0,1.43
2023-08-07,Hierba Buena,Atado,0.85,1.75
2023-08-07,Holantau/Organica,Kilogramo,1.0,6.5
2023-08-07,Huacatay,Atado,1.0,2.88
2023-08-07,Kion,Kilogramo,1.0,3.0
2023-08-07,Lechuga Americana,Docena,6.0,12.5
2023-08-07,Lechuga Criolla Seda,Docena,3.0,10.0
2023-08-07,Lechuga Romana Hidroponica,Docena,6.0,6.75
2023-08-07,Limon Sutil Bolsa,Bolsa,45.0,212.5
2023-08-07,Limon Sutil Cajon,Cajon,23.0,112.5
2023-08-07,Maiz Marlo/Coronta De Maiz,Kilogramo,1.0,11.5
2023-08-07,Maiz Morado,Kilogramo,1.0,4.0
2023-08-07,Manzana Cte/Para Agua,Kilogramo,1.0,6.6
2023-08-07,Maracuya,Kilogramo,1.0,2.2
2023-08-07,Nabo,Atado,1.0,2.25
2023-08-07,Olluco Largo,Kilogramo,1.0,3.63
2023-08-07,Pacchoy,Docena,6.0,37.5
2023-08-07,Pallar Verde Serrucho,Kilogramo,1.0,2.18
2023-08-07,Papa Amarilla,Kilogramo,1.0,2.28
2023-08-07,Papa Blanca,Kilogramo,1.0,0.74
2023-08-07,Papa Canchan 2/,Kilogramo,1.0,1.1
2023-08-07,Papa Color,Kilogramo,1.0,1.12
2023-08-07,Papa Huamantanga,Kilogramo,1.0,2.03
2023-08-07,Papa Huayro,Kilogramo,1.0,2.08
2023-08-07,Papa Negra Andina,Kilogramo,1.0,1.14
2023-08-07,Papa Peruanita,Kilogramo,1.0,2.05
2023-08-07,Papa Unica 2/,Kilogramo,1.0,1.14
2023-08-07,Papa Yungay 1/,Kilogramo,1.0,0.74
2023-08-07,Pepinillo,Docena,6.0,7.0
2023-08-07,Perejil,Atado,1.0,1.75
2023-08-07,Pimiento Morron,Cajon,18.0,95.0
2023-08-07,Poro,Atado,2.6,5.5
2023-08-07,Rabanito,Atado,0.75,3.0
2023-08-07,Tomate Katia,Cajon Chico,27.0,80.0
2023-08-07,Vainita Americana,Kilogramo,1.0,2.68
2023-08-07,Yuca Amarilla,Kilogramo,1.0,1.23
2023-08-07,Z:apallo Macre,Kilogramo,1.0,2.63
2023-08-07,Zanahoria,Saco Chico,65.0,66.25
2023-08-07,Zapallo Italiano,Docena,12.0,16.25
2023-08-07,Zapallo Loche,Unidad,1.5,21.25
2023-08-08,Acelga,Atado,1.0,4.25
2023-08-08,Aji Amarillo Seco,Kilogramo,1.0,11.38
2023-08-08,Aji Escabeche,Kilogramo,1.0,6.75
2023-08-08,Aji Montaña,Kilogramo,1.0,6.63
2023-08-08,Aji Panca,Kilogramo,1.0,11.38
2023-08-08,Aji Paprika,Kilogramo,1.0,12.75
2023-08-08,Aji Rocoto,Cajon,18.0,65.75
2023-08-08,Ajo Criollo O Napuri,Kilogramo,1.0,5.5
2023-08-08,Ajo Morado,Kilogramo,1.0,7.18
2023-08-08,Albahaca,Atado,0.65,2.13
2023-08-08,Alcachofa,Docena,4.0,20.0
2023-08-08,Apio,Atado,3.0,19.25
2023-08-08,Arveja Verde Americana,Kilogramo,1.0,3.2
2023-08-08,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.18
2023-08-08,Berenjena,Docena,2.5,13.25
2023-08-08,Beterraga,Atado,0.75,2.75
2023-08-08,Brocoli,Kilogramo,1.0,2.0
2023-08-08,Caigua (Selva),Cajon,12.0,31.25
2023-08-08,Camote Amarillo,Kilogramo,1.0,1.18
2023-08-08,Camote Morado,Kilogramo,1.0,1.33
2023-08-08,Cebolla Cabeza Blanca,Kilogramo,1.0,2.8
2023-08-08,Cebolla Cabeza Roja,Kilogramo,1.0,5.7
2023-08-08,Cebolla China,Atado Grande,1.0,1.75
2023-08-08,Choclo Tipo Cusco,Ciento,42.0,115.0
2023-08-08,Col China/Longapa,Docena,12.0,43.75
2023-08-08,Col Corazon,Docena,35.0,46.25
2023-08-08,Coliflor,Docena,35.0,32.5
2023-08-08,Culantro,Atado,1.5,3.5
2023-08-08,Esparrago,Paquete,0.5,2.63
2023-08-08,Espinaca,Kilogramo,1.0,5.5
2023-08-08,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-08,Frijol Verde Canario,Kilogramo,1.0,3.33
2023-08-08,Haba Verde Serrana,Kilogramo,1.0,1.3
2023-08-08,Hierba Buena,Atado,0.85,1.75
2023-08-08,Holantau/Organica,Kilogramo,1.0,6.38
2023-08-08,Huacatay,Atado,1.0,2.88
2023-08-08,Kion,Kilogramo,1.0,3.13
2023-08-08,Lechuga Americana,Docena,6.0,12.25
2023-08-08,Lechuga Criolla Seda,Docena,3.0,9.75
2023-08-08,Lechuga Romana Hidroponica,Docena,6.0,6.5
2023-08-08,Limon Sutil Bolsa,Bolsa,45.0,222.5
2023-08-08,Limon Sutil Cajon,Cajon,23.0,115.0
2023-08-08,Maiz Marlo/Coronta De Maiz,Kilogramo,1.0,11.25
2023-08-08,Maiz Morado,Kilogramo,1.0,3.7
2023-08-08,Manzana Cte/Para Agua,Kilogramo,1.0,4.73
2023-08-08,Maracuya,Kilogramo,1.0,2.0
2023-08-08,Nabo,Atado,1.0,2.38
2023-08-08,Olluco Largo,Kilogramo,1.0,3.63
2023-08-08,Pacchoy,Docena,6.0,36.5
2023-08-08,Pallar Verde Serrucho,Kilogramo,1.0,2.63
2023-08-08,Papa Amarilla,Kilogramo,1.0,2.28
2023-08-08,Papa Blanca,Kilogramo,1.0,0.69
2023-08-08,Papa Canchan 2/,Kilogramo,1.0,1.04
2023-08-08,Papa Color,Kilogramo,1.0,1.09
2023-08-08,Papa Huamantanga,Kilogramo,1.0,2.05
2023-08-08,Papa Huayro,Kilogramo,1.0,2.1
2023-08-08,Papa Negra Andina,Kilogramo,1.0,1.13
2023-08-08,Papa Peruanita,Kilogramo,1.0,1.98
2023-08-08,Papa Unica 2/,Kilogramo,1.0,1.14
2023-08-08,Papa Yungay 1/,Kilogramo,1.0,0.7
2023-08-08,Pepinillo,Docena,6.0,6.75
2023-08-08,Perejil,Atado,1.0,2.25
2023-08-08,Pimiento Morron,Cajon,18.0,97.5
2023-08-08,Poro,Atado,2.6,5.5
2023-08-08,Rabanito,Atado,0.75,3.38
2023-08-08,Tomate Katia,Cajon Chico,27.0,71.25
2023-08-08,Vainita Americana,Kilogramo,1.0,2.0
2023-08-08,Yuca Amarilla,Kilogramo,1.0,1.23
2023-08-08,Z:apallo Macre,Kilogramo,1.0,2.68
2023-08-08,Zanahoria,Saco Chico,65.0,75.0
2023-08-08,Zapallo Italiano,Docena,12.0,17.25
2023-08-08,Zapallo Loche,Unidad,1.5,22.5
2023-08-09,Acelga,Atado,1.0,5.13
2023-08-09,Aji Amarillo Seco,Kilogramo,1.0,11.75
2023-08-09,Aji Escabeche,Kilogramo,1.0,4.2
2023-08-09,Aji Montaña,Kilogramo,1.0,6.75
2023-08-09,Aji Panca,Kilogramo,1.0,11.5
2023-08-09,Aji Paprika,Kilogramo,1.0,12.25
2023-08-09,Aji Rocoto,Cajon,18.0,60.0
2023-08-09,Ajo Criollo O Napuri,Kilogramo,1.0,5.75
2023-08-09,Ajo Morado,Kilogramo,1.0,7.3
2023-08-09,Albahaca,Atado,0.65,1.88
2023-08-09,Alcachofa,Docena,4.0,19.5
2023-08-09,Apio,Atado,3.0,18.0
2023-08-09,Arveja Verde Americana,Kilogramo,1.0,2.43
2023-08-09,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.13
2023-08-09,Berenjena,Docena,2.5,13.25
2023-08-09,Beterraga,Atado,0.75,2.88
2023-08-09,Brocoli,Kilogramo,1.0,2.13
2023-08-09,Caigua (Selva),Cajon,12.0,32.0
2023-08-09,Camote Amarillo,Kilogramo,1.0,1.16
2023-08-09,Camote Morado,Kilogramo,1.0,1.3
2023-08-09,Cebolla Cabeza Blanca,Kilogramo,1.0,2.8
2023-08-09,Cebolla Cabeza Roja,Kilogramo,1.0,5.83
2023-08-09,Cebolla China,Atado Grande,1.0,1.88
2023-08-09,Choclo Tipo Cusco,Ciento,42.0,122.5
2023-08-09,Col China/Longapa,Docena,12.0,52.5
2023-08-09,Col Corazon,Docena,35.0,46.25
2023-08-09,Coliflor,Docena,35.0,32.0
2023-08-09,Culantro,Atado,1.5,3.38
2023-08-09,Esparrago,Paquete,0.5,2.63
2023-08-09,Espinaca,Kilogramo,1.0,5.38
2023-08-09,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-09,Frijol Verde Canario,Kilogramo,1.0,3.38
2023-08-09,Haba Verde Serrana,Kilogramo,1.0,1.33
2023-08-09,Hierba Buena,Atado,0.85,1.88
2023-08-09,Holantau/Organica,Kilogramo,1.0,7.25
2023-08-09,Huacatay,Atado,1.0,3.25
2023-08-09,Kion,Kilogramo,1.0,3.13
2023-08-09,Lechuga Americana,Docena,6.0,11.25
2023-08-09,Lechuga Criolla Seda,Docena,3.0,9.25
2023-08-09,Lechuga Romana Hidroponica,Docena,6.0,5.75
2023-08-09,Limon Sutil Bolsa,Bolsa,45.0,222.5
2023-08-09,Limon Sutil Cajon,Cajon,23.0,115.0
2023-08-09,Maiz Marlo/Coronta De Maiz,Kilogramo,1.0,11.25
2023-08-09,Maiz Morado,Kilogramo,1.0,3.43
2023-08-09,Manzana Cte/Para Agua,Kilogramo,1.0,4.83
2023-08-09,Maracuya,Kilogramo,1.0,2.0
2023-08-09,Nabo,Atado,1.0,2.38
2023-08-09,Olluco Largo,Kilogramo,1.0,3.6
2023-08-09,Pacchoy,Docena,6.0,36.5
2023-08-09,Pallar Verde Serrucho,Kilogramo,1.0,2.78
2023-08-09,Papa Amarilla,Kilogramo,1.0,2.58
2023-08-09,Papa Blanca,Kilogramo,1.0,0.75
2023-08-09,Papa Canchan 2/,Kilogramo,1.0,1.1
2023-08-09,Papa Color,Kilogramo,1.0,1.13
2023-08-09,Papa Huamantanga,Kilogramo,1.0,2.08
2023-08-09,Papa Huayro,Kilogramo,1.0,2.1
2023-08-09,Papa Negra Andina,Kilogramo,1.0,1.13
2023-08-09,Papa Peruanita,Kilogramo,1.0,2.0
2023-08-09,Papa Unica 2/,Kilogramo,1.0,1.16
2023-08-09,Papa Yungay 1/,Kilogramo,1.0,0.75
2023-08-09,Pepinillo,Docena,6.0,6.75
2023-08-09,Perejil,Atado,1.0,2.38
2023-08-09,Pimiento Morron,Cajon,18.0,76.25
2023-08-09,Poro,Atado,2.6,5.75
2023-08-09,Rabanito,Atado,0.75,3.38
2023-08-09,Tomate Katia,Cajon Chico,27.0,71.25
2023-08-09,Vainita Americana,Kilogramo,1.0,1.85
2023-08-09,Yuca Amarilla,Kilogramo,1.0,1.2
2023-08-09,Z:apallo Macre,Kilogramo,1.0,2.8
2023-08-09,Zanahoria,Saco Chico,65.0,80.0
2023-08-09,Zapallo Italiano,Docena,12.0,17.25
2023-08-09,Zapallo Loche,Unidad,1.5,22.5
2023-08-10,Acelga,Atado,1.0,5.13
2023-08-10,Aji Amarillo Seco,Kilogramo,1.0,12.25
2023-08-10,Aji Escabeche,Kilogramo,1.0,4.2
2023-08-10,Aji Montaña,Kilogramo,1.0,6.25
2023-08-10,Aji Panca,Kilogramo,1.0,11.38
2023-08-10,Aji Paprika,Kilogramo,1.0,12.25
2023-08-10,Aji Rocoto,Cajon,18.0,59.5
2023-08-10,Ajo Criollo O Napuri,Kilogramo,1.0,6.13
2023-08-10,Ajo Morado,Kilogramo,1.0,7.18
2023-08-10,Albahaca,Atado,0.65,1.88
2023-08-10,Alcachofa,Docena,4.0,18.5
2023-08-10,Apio,Atado,3.0,16.5
2023-08-10,Arveja Verde Americana,Kilogramo,1.0,2.83
2023-08-10,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.15
2023-08-10,Berenjena,Docena,2.5,13.0
2023-08-10,Beterraga,Atado,0.75,2.25
2023-08-10,Brocoli,Kilogramo,1.0,1.63
2023-08-10,Caigua (Selva),Cajon,12.0,31.25
2023-08-10,Camote Amarillo,Kilogramo,1.0,1.13
2023-08-10,Camote Morado,Kilogramo,1.0,1.28
2023-08-10,Cebolla Cabeza Blanca,Kilogramo,1.0,2.55
2023-08-10,Cebolla Cabeza Roja,Kilogramo,1.0,6.2
2023-08-10,Cebolla China,Atado Grande,1.0,2.13
2023-08-10,Choclo Tipo Cusco,Ciento,42.0,127.5
2023-08-10,Col China/Longapa,Docena,12.0,55.0
2023-08-10,Col Corazon,Docena,35.0,48.75
2023-08-10,Coliflor,Docena,35.0,33.25
2023-08-10,Culantro,Atado,1.5,2.75
2023-08-10,Esparrago,Paquete,0.5,2.63
2023-08-10,Espinaca,Kilogramo,1.0,5.63
2023-08-10,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-10,Frijol Verde Canario,Kilogramo,1.0,3.3
2023-08-10,Haba Verde Serrana,Kilogramo,1.0,1.4
2023-08-10,Hierba Buena,Atado,0.85,1.38
2023-08-10,Holantau/Organica,Kilogramo,1.0,6.75
2023-08-10,Huacatay,Atado,1.0,3.5
2023-08-10,Kion,Kilogramo,1.0,3.13
2023-08-10,Lechuga Americana,Docena,6.0,9.75
2023-08-10,Lechuga Criolla Seda,Docena,3.0,8.25
2023-08-10,Lechuga Romana Hidroponica,Docena,6.0,5.5
2023-08-10,Limon Sutil Bolsa,Bolsa,45.0,235.0
2023-08-10,Limon Sutil Cajon,Cajon,23.0,127.5
2023-08-10,Maiz Marlo/Coronta De Maiz,Kilogramo,1.0,11.25
2023-08-10,Maiz Morado,Kilogramo,1.0,2.68
2023-08-10,Manzana Cte/Para Agua,Kilogramo,1.0,4.78
2023-08-10,Maracuya,Kilogramo,1.0,2.08
2023-08-10,Nabo,Atado,1.0,2.25
2023-08-10,Olluco Largo,Kilogramo,1.0,3.53
2023-08-10,Pacchoy,Docena,6.0,36.75
2023-08-10,Pallar Verde Serrucho,Kilogramo,1.0,2.35
2023-08-10,Papa Amarilla,Kilogramo,1.0,2.58
2023-08-10,Papa Blanca,Kilogramo,1.0,0.73
2023-08-10,Papa Canchan 2/,Kilogramo,1.0,1.08
2023-08-10,Papa Color,Kilogramo,1.0,1.11
2023-08-10,Papa Huamantanga,Kilogramo,1.0,1.95
2023-08-10,Papa Huayro,Kilogramo,1.0,1.98
2023-08-10,Papa Negra Andina,Kilogramo,1.0,1.13
2023-08-10,Papa Peruanita,Kilogramo,1.0,1.85
2023-08-10,Papa Unica 2/,Kilogramo,1.0,1.14
2023-08-10,Papa Yungay 1/,Kilogramo,1.0,0.73
2023-08-10,Pepinillo,Docena,6.0,6.75
2023-08-10,Perejil,Atado,1.0,1.88
2023-08-10,Pimiento Morron,Cajon,18.0,95.0
2023-08-10,Poro,Atado,2.6,5.75
2023-08-10,Rabanito,Atado,0.75,3.5
2023-08-10,Tomate Katia,Cajon Chico,27.0,62.5
2023-08-10,Vainita Americana,Kilogramo,1.0,1.83
2023-08-10,Yuca Amarilla,Kilogramo,1.0,1.2
2023-08-10,Z:apallo Macre,Kilogramo,1.0,2.8
2023-08-10,Zanahoria,Saco Chico,65.0,71.25
2023-08-10,Zapallo Italiano,Docena,12.0,17.25
2023-08-10,Zapallo Loche,Unidad,1.5,21.75
2023-08-11,Acelga,Atado,1.0,4.88
2023-08-11,Aji Amarillo Seco,Kilogramo,1.0,12.25
2023-08-11,Aji Escabeche,Kilogramo,1.0,4.83
2023-08-11,Aji Montaña,Kilogramo,1.0,5.75
2023-08-11,Aji Panca,Kilogramo,1.0,11.38
2023-08-11,Aji Paprika,Kilogramo,1.0,12.25
2023-08-11,Aji Rocoto,Cajon,18.0,60.75
2023-08-11,Ajo Criollo O Napuri,Kilogramo,1.0,6.25
2023-08-11,Ajo Morado,Kilogramo,1.0,7.28
2023-08-11,Albahaca,Atado,0.65,1.75
2023-08-11,Alcachofa,Docena,4.0,18.5
2023-08-11,Apio,Atado,3.0,15.5
2023-08-11,Arveja Verde Americana,Kilogramo,1.0,2.68
2023-08-11,Arveja Verde Blanca Serrana,Kilogramo,1.0,2.4
2023-08-11,Berenjena,Docena,2.5,13.0
2023-08-11,Beterraga,Atado,0.75,2.63
2023-08-11,Brocoli,Kilogramo,1.0,1.5
2023-08-11,Caigua (Selva),Cajon,12.0,32.5
2023-08-11,Camote Amarillo,Kilogramo,1.0,1.13
2023-08-11,Camote Morado,Kilogramo,1.0,1.33
2023-08-11,Cebolla Cabeza Blanca,Kilogramo,1.0,2.43
2023-08-11,Cebolla Cabeza Roja,Kilogramo,1.0,6.25
2023-08-11,Cebolla China,Atado Grande,1.0,1.75
2023-08-11,Choclo Tipo Cusco,Ciento,42.0,135.0
2023-08-11,Col China/Longapa,Docena,12.0,55.0
2023-08-11,Col Corazon,Docena,35.0,48.75
2023-08-11,Coliflor,Docena,35.0,33.75
2023-08-11,Culantro,Atado,1.5,2.63
2023-08-11,Esparrago,Paquete,0.5,2.63
2023-08-11,Espinaca,Kilogramo,1.0,4.63
2023-08-11,Frejolito Chino,Kilogramo,1.0,2.5
2023-08-11,Frijol Verde Canario,Kilogramo,1.0,3.3
2023-08-11,Haba Verde Serrana,Kilogramo,1.0,1.33
2023-08-11,Hierba Buena,Atado,0.85,1.75
2023-08-11,Holantau/Organica,Kilogramo,1.0,6.5
2023-08-11,Huacatay,Atado,1.0,3.63
